parcel_id,property_address,assessed_value,owner_name,property_type,last_assessment_date
PAR000040,40 Main Street,290000,Owner 40,Residential,2025-09-19T00:39:35.916298
PAR000041,41 Main Street,291000,Owner 41,Residential,2025-09-19T00:39:35.916300
PAR000042,42 Main Street,292000,Owner 42,Residential,2025-09-19T00:39:35.916301
PAR000043,43 Main Street,293000,Owner 43,Residential,2025-09-19T00:39:35.916305
PAR000044,44 Main Street,294000,Owner 44,Residential,2025-09-19T00:39:35.916306
PAR000045,45 Main Street,295000,Owner 45,Residential,2025-09-19T00:39:35.916308
PAR000046,46 Main Street,296000,Owner 46,Residential,2025-09-19T00:39:35.916309
PAR000047,47 Main Street,297000,Owner 47,Residential,2025-09-19T00:39:35.916310
PAR000048,48 Main Street,298000,Owner 48,Residential,2025-09-19T00:39:35.916311
PAR000049,49 Main Street,299000,Owner 49,Residential,2025-09-19T00:39:35.916313
PAR000050,50 Main Street,300000,Owner 50,Residential,2025-09-19T00:39:35.916314
PAR000051,51 Main Street,301000,Owner 51,Residential,2025-09-19T00:39:35.916315
PAR000052,52 Main Street,302000,Owner 52,Residential,2025-09-19T00:39:35.916316
PAR000053,53 Main Street,303000,Owner 53,Residential,2025-09-19T00:39:35.916318
PAR000054,54 Main Street,304000,Owner 54,Residential,2025-09-19T00:39:35.916319
PAR000055,55 Main Street,305000,Owner 55,Residential,2025-09-19T00:39:35.916320
PAR000056,56 Main Street,306000,Owner 56,Residential,2025-09-19T00:39:35.916330
PAR000057,57 Main Street,307000,Owner 57,Residential,2025-09-19T00:39:35.916331
PAR000058,58 Main Street,308000,Owner 58,Residential,2025-09-19T00:39:35.916333
PAR000059,59 Main Street,309000,Owner 59,Residential,2025-09-19T00:39:35.916334
PAR000060,60 Main Street,310000,Owner 60,Residential,2025-09-19T00:39:35.916335
PAR000061,61 Main Street,311000,Owner 61,Residential,2025-09-19T00:39:35.916336
PAR000062,62 Main Street,312000,Owner 62,Residential,2025-09-19T00:39:35.916338
PAR000063,63 Main Street,313000,Owner 63,Residential,2025-09-19T00:39:35.916342
PAR000064,64 Main Street,314000,Owner 64,Residential,2025-09-19T00:39:35.916343
PAR000065,65 Main Street,315000,Owner 65,Residential,2025-09-19T00:39:35.916344
PAR000066,66 Main Street,316000,Owner 66,Residential,2025-09-19T00:39:35.916346
PAR000067,67 Main Street,317000,Owner 67,Residential,2025-09-19T00:39:35.916347
PAR000068,68 Main Street,318000,Owner 68,Residential,2025-09-19T00:39:35.916348
PAR000069,69 Main Street,319000,Owner 69,Residential,2025-09-19T00:39:35.916350
PAR000070,70 Main Street,320000,Owner 70,Residential,2025-09-19T00:39:35.916354
PAR000071,71 Main Street,321000,Owner 71,Residential,2025-09-19T00:39:35.916355
PAR000072,72 Main Street,322000,Owner 72,Residential,2025-09-19T00:39:35.916359
PAR000073,73 Main Street,323000,Owner 73,Residential,2025-09-19T00:39:35.916360
PAR000074,74 Main Street,324000,Owner 74,Residential,2025-09-19T00:39:35.916364
PAR000075,75 Main Street,325000,Owner 75,Residential,2025-09-19T00:39:35.916365
PAR000076,76 Main Street,326000,Owner 76,Residential,2025-09-19T00:39:35.916366
PAR000077,77 Main Street,327000,Owner 77,Residential,2025-09-19T00:39:35.916368
PAR000078,78 Main Street,328000,Owner 78,Residential,2025-09-19T00:39:35.916370
PAR000079,79 Main Street,329000,Owner 79,Residential,2025-09-19T00:39:35.916371
PAR000080,80 Main Street,330000,Owner 80,Residential,2025-09-19T00:39:35.916372
PAR000081,81 Main Street,331000,Owner 81,Residential,2025-09-19T00:39:35.916373
PAR000082,82 Main Street,332000,Owner 82,Residential,2025-09-19T00:39:35.916377
PAR000083,83 Main Street,333000,Owner 83,Residential,2025-09-19T00:39:35.916378
PAR000084,84 Main Street,334000,Owner 84,Residential,2025-09-19T00:39:35.916380
PAR000085,85 Main Street,335000,Owner 85,Residential,2025-09-19T00:39:35.916381
PAR000086,86 Main Street,336000,Owner 86,Residential,2025-09-19T00:39:35.916382
PAR000087,87 Main Street,337000,Owner 87,Residential,2025-09-19T00:39:35.916383
PAR000088,88 Main Street,338000,Owner 88,Residential,2025-09-19T00:39:35.916387
PAR000089,89 Main Street,339000,Owner 89,Residential,2025-09-19T00:39:35.916388
PAR000090,90 Main Street,340000,Owner 90,Residential,2025-09-19T00:39:35.916389
PAR000091,91 Main Street,341000,Owner 91,Residential,2025-09-19T00:39:35.916390
PAR000092,92 Main Street,342000,Owner 92,Residential,2025-09-19T00:39:35.916392
PAR000093,93 Main Street,343000,Owner 93,Residential,2025-09-19T00:39:35.916393
PAR000094,94 Main Street,344000,Owner 94,Residential,2025-09-19T00:39:35.916394
PAR000095,95 Main Street,345000,Owner 95,Residential,2025-09-19T00:39:35.916396
PAR000096,96 Main Street,346000,Owner 96,Residential,2025-09-19T00:39:35.916397
PAR000097,97 Main Street,347000,Owner 97,Residential,2025-09-19T00:39:35.916398
PAR000098,98 Main Street,348000,Owner 98,Residential,2025-09-19T00:39:35.916399
PAR000099,99 Main Street,349000,Owner 99,Residential,2025-09-19T00:39:35.916400
PAR000100,100 Main Street,350000,Owner 100,Residential,2025-09-19T00:39:35.916402
PAR000101,101 Main Street,351000,Owner 101,Residential,2025-09-19T00:39:35.916403
PAR000102,102 Main Street,352000,Owner 102,Residential,2025-09-19T00:39:35.916407
PAR000103,103 Main Street,353000,Owner 103,Residential,2025-09-19T00:39:35.916408
PAR000104,104 Main Street,354000,Owner 104,Residential,2025-09-19T00:39:35.916412
PAR000105,105 Main Street,355000,Owner 105,Residential,2025-09-19T00:39:35.916413
PAR000106,106 Main Street,356000,Owner 106,Residential,2025-09-19T00:39:35.916414
PAR000107,107 Main Street,357000,Owner 107,Residential,2025-09-19T00:39:35.916415
PAR000108,108 Main Street,358000,Owner 108,Residential,2025-09-19T00:39:35.916417
PAR000109,109 Main Street,359000,Owner 109,Residential,2025-09-19T00:39:35.916418
PAR000110,110 Main Street,360000,Owner 110,Residential,2025-09-19T00:39:35.916419
PAR000111,111 Main Street,361000,Owner 111,Residential,2025-09-19T00:39:35.916420
PAR000112,112 Main Street,362000,Owner 112,Residential,2025-09-19T00:39:35.916421
PAR000113,113 Main Street,363000,Owner 113,Residential,2025-09-19T00:39:35.916423
PAR000114,114 Main Street,364000,Owner 114,Residential,2025-09-19T00:39:35.916424
PAR000115,115 Main Street,365000,Owner 115,Residential,2025-09-19T00:39:35.916425
PAR000116,116 Main Street,366000,Owner 116,Residential,2025-09-19T00:39:35.916426
PAR000117,117 Main Street,367000,Owner 117,Residential,2025-09-19T00:39:35.916428
PAR000118,118 Main Street,368000,Owner 118,Residential,2025-09-19T00:39:35.916429
PAR000119,119 Main Street,369000,Owner 119,Residential,2025-09-19T00:39:35.916430
PAR000120,120 Main Street,370000,Owner 120,Residential,2025-09-19T00:39:35.916436
PAR000121,121 Main Street,371000,Owner 121,Residential,2025-09-19T00:39:35.916439
PAR000122,122 Main Street,372000,Owner 122,Residential,2025-09-19T00:39:35.916441
PAR000123,123 Main Street,373000,Owner 123,Residential,2025-09-19T00:39:35.916442
PAR000124,124 Main Street,374000,Owner 124,Residential,2025-09-19T00:39:35.916443
PAR000125,125 Main Street,375000,Owner 125,Residential,2025-09-19T00:39:35.916444
PAR000126,126 Main Street,376000,Owner 126,Residential,2025-09-19T00:39:35.916445
PAR000127,127 Main Street,377000,Owner 127,Residential,2025-09-19T00:39:35.916447
PAR000128,128 Main Street,378000,Owner 128,Residential,2025-09-19T00:39:35.916448
PAR000129,129 Main Street,379000,Owner 129,Residential,2025-09-19T00:39:35.916449
PAR000130,130 Main Street,380000,Owner 130,Residential,2025-09-19T00:39:35.916450
PAR000131,131 Main Street,381000,Owner 131,Residential,2025-09-19T00:39:35.916452
PAR000132,132 Main Street,382000,Owner 132,Residential,2025-09-19T00:39:35.916453
PAR000133,133 Main Street,383000,Owner 133,Residential,2025-09-19T00:39:35.916454
PAR000134,134 Main Street,384000,Owner 134,Residential,2025-09-19T00:39:35.916455
PAR000135,135 Main Street,385000,Owner 135,Residential,2025-09-19T00:39:35.916456
PAR000136,136 Main Street,386000,Owner 136,Residential,2025-09-19T00:39:35.916460
PAR000137,137 Main Street,387000,Owner 137,Residential,2025-09-19T00:39:35.916461
PAR000138,138 Main Street,388000,Owner 138,Residential,2025-09-19T00:39:35.916463
PAR000139,139 Main Street,389000,Owner 139,Residential,2025-09-19T00:39:35.916464
PAR000140,140 Main Street,390000,Owner 140,Residential,2025-09-19T00:39:35.916465
PAR000141,141 Main Street,391000,Owner 141,Residential,2025-09-19T00:39:35.916469
PAR000142,142 Main Street,392000,Owner 142,Residential,2025-09-19T00:39:35.916470
PAR000143,143 Main Street,393000,Owner 143,Residential,2025-09-19T00:39:35.916471
PAR000144,144 Main Street,394000,Owner 144,Residential,2025-09-19T00:39:35.916472
PAR000145,145 Main Street,395000,Owner 145,Residential,2025-09-19T00:39:35.916474
PAR000146,146 Main Street,396000,Owner 146,Residential,2025-09-19T00:39:35.916475
PAR000147,147 Main Street,397000,Owner 147,Residential,2025-09-19T00:39:35.916476
PAR000148,148 Main Street,398000,Owner 148,Residential,2025-09-19T00:39:35.916477
PAR000149,149 Main Street,399000,Owner 149,Residential,2025-09-19T00:39:35.916479
PAR000150,150 Main Street,400000,Owner 150,Residential,2025-09-19T00:39:35.916480
PAR000151,151 Main Street,401000,Owner 151,Residential,2025-09-19T00:39:35.916481
PAR000152,152 Main Street,402000,Owner 152,Residential,2025-09-19T00:39:35.916484
PAR000153,153 Main Street,403000,Owner 153,Residential,2025-09-19T00:39:35.916486
PAR000154,154 Main Street,404000,Owner 154,Residential,2025-09-19T00:39:35.916487
PAR000155,155 Main Street,405000,Owner 155,Residential,2025-09-19T00:39:35.916488
PAR000156,156 Main Street,406000,Owner 156,Residential,2025-09-19T00:39:35.916489
PAR000157,157 Main Street,407000,Owner 157,Residential,2025-09-19T00:39:35.916491
PAR000158,158 Main Street,408000,Owner 158,Residential,2025-09-19T00:39:35.916492
PAR000159,159 Main Street,409000,Owner 159,Residential,2025-09-19T00:39:35.916493
PAR000160,160 Main Street,410000,Owner 160,Residential,2025-09-19T00:39:35.916500
PAR000161,161 Main Street,411000,Owner 161,Residential,2025-09-19T00:39:35.916501
PAR000162,162 Main Street,412000,Owner 162,Residential,2025-09-19T00:39:35.916502
PAR000163,163 Main Street,413000,Owner 163,Residential,2025-09-19T00:39:35.916504
PAR000164,164 Main Street,414000,Owner 164,Residential,2025-09-19T00:39:35.916505
PAR000165,165 Main Street,415000,Owner 165,Residential,2025-09-19T00:39:35.916506
PAR000166,166 Main Street,416000,Owner 166,Residential,2025-09-19T00:39:35.916507
PAR000167,167 Main Street,417000,Owner 167,Residential,2025-09-19T00:39:35.916509
PAR000168,168 Main Street,418000,Owner 168,Residential,2025-09-19T00:39:35.916523
PAR000169,169 Main Street,419000,Owner 169,Residential,2025-09-19T00:39:35.916525
PAR000170,170 Main Street,420000,Owner 170,Residential,2025-09-19T00:39:35.916526
PAR000171,171 Main Street,421000,Owner 171,Residential,2025-09-19T00:39:35.916530
PAR000172,172 Main Street,422000,Owner 172,Residential,2025-09-19T00:39:35.916531
PAR000173,173 Main Street,423000,Owner 173,Residential,2025-09-19T00:39:35.916532
PAR000174,174 Main Street,424000,Owner 174,Residential,2025-09-19T00:39:35.916533
PAR000175,175 Main Street,425000,Owner 175,Residential,2025-09-19T00:39:35.916535
PAR000176,176 Main Street,426000,Owner 176,Residential,2025-09-19T00:39:35.916536
PAR000177,177 Main Street,427000,Owner 177,Residential,2025-09-19T00:39:35.916537
PAR000178,178 Main Street,428000,Owner 178,Residential,2025-09-19T00:39:35.916538
PAR000179,179 Main Street,429000,Owner 179,Residential,2025-09-19T00:39:35.916540
PAR000180,180 Main Street,430000,Owner 180,Residential,2025-09-19T00:39:35.916543
PAR000181,181 Main Street,431000,Owner 181,Residential,2025-09-19T00:39:35.916545
PAR000182,182 Main Street,432000,Owner 182,Residential,2025-09-19T00:39:35.916546
PAR000183,183 Main Street,433000,Owner 183,Residential,2025-09-19T00:39:35.916550
PAR000184,184 Main Street,434000,Owner 184,Residential,2025-09-19T00:39:35.916551
PAR000185,185 Main Street,435000,Owner 185,Residential,2025-09-19T00:39:35.916552
PAR000186,186 Main Street,436000,Owner 186,Residential,2025-09-19T00:39:35.916553
PAR000187,187 Main Street,437000,Owner 187,Residential,2025-09-19T00:39:35.916555
PAR000188,188 Main Street,438000,Owner 188,Residential,2025-09-19T00:39:35.916556
PAR000189,189 Main Street,439000,Owner 189,Residential,2025-09-19T00:39:35.916557
PAR000190,190 Main Street,440000,Owner 190,Residential,2025-09-19T00:39:35.916558
PAR000191,191 Main Street,441000,Owner 191,Residential,2025-09-19T00:39:35.916560
PAR000192,192 Main Street,442000,Owner 192,Residential,2025-09-19T00:39:35.916561
PAR000193,193 Main Street,443000,Owner 193,Residential,2025-09-19T00:39:35.916562
PAR000194,194 Main Street,444000,Owner 194,Residential,2025-09-19T00:39:35.916563
PAR000195,195 Main Street,445000,Owner 195,Residential,2025-09-19T00:39:35.916564
PAR000196,196 Main Street,446000,Owner 196,Residential,2025-09-19T00:39:35.916566
PAR000197,197 Main Street,447000,Owner 197,Residential,2025-09-19T00:39:35.916567
PAR000198,198 Main Street,448000,Owner 198,Residential,2025-09-19T00:39:35.916568
PAR000199,199 Main Street,449000,Owner 199,Residential,2025-09-19T00:39:35.916574
PAR000200,200 Main Street,450000,Owner 200,Residential,2025-09-19T00:39:35.916578
PAR000201,201 Main Street,451000,Owner 201,Residential,2025-09-19T00:39:35.916579
PAR000202,202 Main Street,452000,Owner 202,Residential,2025-09-19T00:39:35.916581
PAR000203,203 Main Street,453000,Owner 203,Residential,2025-09-19T00:39:35.916582
PAR000204,204 Main Street,454000,Owner 204,Residential,2025-09-19T00:39:35.916583
PAR000205,205 Main Street,455000,Owner 205,Residential,2025-09-19T00:39:35.916584
PAR000206,206 Main Street,456000,Owner 206,Residential,2025-09-19T00:39:35.916586
PAR000207,207 Main Street,457000,Owner 207,Residential,2025-09-19T00:39:35.916587
PAR000208,208 Main Street,458000,Owner 208,Residential,2025-09-19T00:39:35.916588
PAR000209,209 Main Street,459000,Owner 209,Residential,2025-09-19T00:39:35.916589
PAR000210,210 Main Street,460000,Owner 210,Residential,2025-09-19T00:39:35.916590
PAR000211,211 Main Street,461000,Owner 211,Residential,2025-09-19T00:39:35.916592
PAR000212,212 Main Street,462000,Owner 212,Residential,2025-09-19T00:39:35.916593
PAR000213,213 Main Street,463000,Owner 213,Residential,2025-09-19T00:39:35.916594
PAR000214,214 Main Street,464000,Owner 214,Residential,2025-09-19T00:39:35.916595
PAR000215,215 Main Street,465000,Owner 215,Residential,2025-09-19T00:39:35.916599
PAR000216,216 Main Street,466000,Owner 216,Residential,2025-09-19T00:39:35.916600
PAR000217,217 Main Street,467000,Owner 217,Residential,2025-09-19T00:39:35.916602
PAR000218,218 Main Street,468000,Owner 218,Residential,2025-09-19T00:39:35.916603
PAR000219,219 Main Street,469000,Owner 219,Residential,2025-09-19T00:39:35.916607
PAR000220,220 Main Street,470000,Owner 220,Residential,2025-09-19T00:39:35.916608
PAR000221,221 Main Street,471000,Owner 221,Residential,2025-09-19T00:39:35.916609
PAR000222,222 Main Street,472000,Owner 222,Residential,2025-09-19T00:39:35.916613
PAR000223,223 Main Street,473000,Owner 223,Residential,2025-09-19T00:39:35.916614
PAR000224,224 Main Street,474000,Owner 224,Residential,2025-09-19T00:39:35.916615
PAR000225,225 Main Street,475000,Owner 225,Residential,2025-09-19T00:39:35.916617
PAR000226,226 Main Street,476000,Owner 226,Residential,2025-09-19T00:39:35.916618
PAR000227,227 Main Street,477000,Owner 227,Residential,2025-09-19T00:39:35.916619
PAR000228,228 Main Street,478000,Owner 228,Residential,2025-09-19T00:39:35.916620
PAR000229,229 Main Street,479000,Owner 229,Residential,2025-09-19T00:39:35.916621
PAR000230,230 Main Street,480000,Owner 230,Residential,2025-09-19T00:39:35.916623
PAR000231,231 Main Street,481000,Owner 231,Residential,2025-09-19T00:39:35.916626
PAR000232,232 Main Street,482000,Owner 232,Residential,2025-09-19T00:39:35.916628
PAR000233,233 Main Street,483000,Owner 233,Residential,2025-09-19T00:39:35.916629
PAR000234,234 Main Street,484000,Owner 234,Residential,2025-09-19T00:39:35.916630
PAR000235,235 Main Street,485000,Owner 235,Residential,2025-09-19T00:39:35.916631
PAR000236,236 Main Street,486000,Owner 236,Residential,2025-09-19T00:39:35.916633
PAR000237,237 Main Street,487000,Owner 237,Residential,2025-09-19T00:39:35.916634
PAR000238,238 Main Street,488000,Owner 238,Residential,2025-09-19T00:39:35.916638
PAR000239,239 Main Street,489000,Owner 239,Residential,2025-09-19T00:39:35.916639
PAR000240,240 Main Street,490000,Owner 240,Residential,2025-09-19T00:39:35.916640
PAR000241,241 Main Street,491000,Owner 241,Residential,2025-09-19T00:39:35.916641
PAR000242,242 Main Street,492000,Owner 242,Residential,2025-09-19T00:39:35.916643
PAR000243,243 Main Street,493000,Owner 243,Residential,2025-09-19T00:39:35.916644
PAR000244,244 Main Street,494000,Owner 244,Residential,2025-09-19T00:39:35.916645
PAR000245,245 Main Street,495000,Owner 245,Residential,2025-09-19T00:39:35.916646
PAR000246,246 Main Street,496000,Owner 246,Residential,2025-09-19T00:39:35.916647
PAR000247,247 Main Street,497000,Owner 247,Residential,2025-09-19T00:39:35.916652
PAR000248,248 Main Street,498000,Owner 248,Residential,2025-09-19T00:39:35.916653
PAR000249,249 Main Street,499000,Owner 249,Residential,2025-09-19T00:39:35.916654
PAR000250,250 Main Street,500000,Owner 250,Residential,2025-09-19T00:39:35.916656
PAR000251,251 Main Street,501000,Owner 251,Residential,2025-09-19T00:39:35.916657
PAR000252,252 Main Street,502000,Owner 252,Residential,2025-09-19T00:39:35.916658
PAR000253,253 Main Street,503000,Owner 253,Residential,2025-09-19T00:39:35.916659
PAR000254,254 Main Street,504000,Owner 254,Residential,2025-09-19T00:39:35.916661
PAR000255,255 Main Street,505000,Owner 255,Residential,2025-09-19T00:39:35.916662
PAR000256,256 Main Street,506000,Owner 256,Residential,2025-09-19T00:39:35.916663
PAR000257,257 Main Street,507000,Owner 257,Residential,2025-09-19T00:39:35.916664
PAR000258,258 Main Street,508000,Owner 258,Residential,2025-09-19T00:39:35.916668
PAR000259,259 Main Street,509000,Owner 259,Residential,2025-09-19T00:39:35.916670
PAR000260,260 Main Street,510000,Owner 260,Residential,2025-09-19T00:39:35.916671
PAR000261,261 Main Street,511000,Owner 261,Residential,2025-09-19T00:39:35.916672
PAR000262,262 Main Street,512000,Owner 262,Residential,2025-09-19T00:39:35.916674
PAR000263,263 Main Street,513000,Owner 263,Residential,2025-09-19T00:39:35.916680
PAR000264,264 Main Street,514000,Owner 264,Residential,2025-09-19T00:39:35.916682
PAR000265,265 Main Street,515000,Owner 265,Residential,2025-09-19T00:39:35.916683
PAR000266,266 Main Street,516000,Owner 266,Residential,2025-09-19T00:39:35.916684
PAR000267,267 Main Street,517000,Owner 267,Residential,2025-09-19T00:39:35.916685
PAR000268,268 Main Street,518000,Owner 268,Residential,2025-09-19T00:39:35.916687
PAR000269,269 Main Street,519000,Owner 269,Residential,2025-09-19T00:39:35.916688
PAR000270,270 Main Street,520000,Owner 270,Residential,2025-09-19T00:39:35.916689
PAR000271,271 Main Street,521000,Owner 271,Residential,2025-09-19T00:39:35.916690
PAR000272,272 Main Street,522000,Owner 272,Residential,2025-09-19T00:39:35.916692
PAR000273,273 Main Street,523000,Owner 273,Residential,2025-09-19T00:39:35.916693
PAR000274,274 Main Street,524000,Owner 274,Residential,2025-09-19T00:39:35.916697
PAR000275,275 Main Street,525000,Owner 275,Residential,2025-09-19T00:39:35.916698
PAR000276,276 Main Street,526000,Owner 276,Residential,2025-09-19T00:39:35.916700
PAR000277,277 Main Street,527000,Owner 277,Residential,2025-09-19T00:39:35.916703
PAR000278,278 Main Street,528000,Owner 278,Residential,2025-09-19T00:39:35.916705
PAR000279,279 Main Street,529000,Owner 279,Residential,2025-09-19T00:39:35.916708
PAR000280,280 Main Street,530000,Owner 280,Residential,2025-09-19T00:39:35.916710
PAR000281,281 Main Street,531000,Owner 281,Residential,2025-09-19T00:39:35.916711
PAR000282,282 Main Street,532000,Owner 282,Residential,2025-09-19T00:39:35.916712
PAR000283,283 Main Street,533000,Owner 283,Residential,2025-09-19T00:39:35.916713
PAR000284,284 Main Street,534000,Owner 284,Residential,2025-09-19T00:39:35.916715
PAR000285,285 Main Street,535000,Owner 285,Residential,2025-09-19T00:39:35.916716
PAR000286,286 Main Street,536000,Owner 286,Residential,2025-09-19T00:39:35.916717
PAR000287,287 Main Street,537000,Owner 287,Residential,2025-09-19T00:39:35.916718
PAR000288,288 Main Street,538000,Owner 288,Residential,2025-09-19T00:39:35.916720
PAR000289,289 Main Street,539000,Owner 289,Residential,2025-09-19T00:39:35.916721
PAR000290,290 Main Street,540000,Owner 290,Residential,2025-09-19T00:39:35.916722
PAR000291,291 Main Street,541000,Owner 291,Residential,2025-09-19T00:39:35.916723
PAR000292,292 Main Street,542000,Owner 292,Residential,2025-09-19T00:39:35.916725
PAR000293,293 Main Street,543000,Owner 293,Residential,2025-09-19T00:39:35.916726
PAR000294,294 Main Street,544000,Owner 294,Residential,2025-09-19T00:39:35.916727
PAR000295,295 Main Street,545000,Owner 295,Residential,2025-09-19T00:39:35.916731
PAR000296,296 Main Street,546000,Owner 296,Residential,2025-09-19T00:39:35.916732
PAR000297,297 Main Street,547000,Owner 297,Residential,2025-09-19T00:39:35.916736
PAR000298,298 Main Street,548000,Owner 298,Residential,2025-09-19T00:39:35.916737
PAR000299,299 Main Street,549000,Owner 299,Residential,2025-09-19T00:39:35.916738
PAR000300,300 Main Street,550000,Owner 300,Residential,2025-09-19T00:39:35.916740
PAR000301,301 Main Street,551000,Owner 301,Residential,2025-09-19T00:39:35.916741
PAR000302,302 Main Street,552000,Owner 302,Residential,2025-09-19T00:39:35.916742
PAR000303,303 Main Street,553000,Owner 303,Residential,2025-09-19T00:39:35.916743
PAR000304,304 Main Street,554000,Owner 304,Residential,2025-09-19T00:39:35.916744
PAR000305,305 Main Street,555000,Owner 305,Residential,2025-09-19T00:39:35.916746
PAR000306,306 Main Street,556000,Owner 306,Residential,2025-09-19T00:39:35.916747
PAR000307,307 Main Street,557000,Owner 307,Residential,2025-09-19T00:39:35.916748
PAR000308,308 Main Street,558000,Owner 308,Residential,2025-09-19T00:39:35.916749
PAR000309,309 Main Street,559000,Owner 309,Residential,2025-09-19T00:39:35.916751
PAR000310,310 Main Street,560000,Owner 310,Residential,2025-09-19T00:39:35.916752
PAR000311,311 Main Street,561000,Owner 311,Residential,2025-09-19T00:39:35.916756
PAR000312,312 Main Street,562000,Owner 312,Residential,2025-09-19T00:39:35.916757
PAR000313,313 Main Street,563000,Owner 313,Residential,2025-09-19T00:39:35.916758
PAR000314,314 Main Street,564000,Owner 314,Residential,2025-09-19T00:39:35.916759
PAR000315,315 Main Street,565000,Owner 315,Residential,2025-09-19T00:39:35.916761
PAR000316,316 Main Street,566000,Owner 316,Residential,2025-09-19T00:39:35.916764
PAR000317,317 Main Street,567000,Owner 317,Residential,2025-09-19T00:39:35.916766
PAR000318,318 Main Street,568000,Owner 318,Residential,2025-09-19T00:39:35.916767
PAR000319,319 Main Street,569000,Owner 319,Residential,2025-09-19T00:39:35.916768
PAR000320,320 Main Street,570000,Owner 320,Residential,2025-09-19T00:39:35.916769
PAR000321,321 Main Street,571000,Owner 321,Residential,2025-09-19T00:39:35.916771
PAR000322,322 Main Street,572000,Owner 322,Residential,2025-09-19T00:39:35.916772
PAR000323,323 Main Street,573000,Owner 323,Residential,2025-09-19T00:39:35.916773
PAR000324,324 Main Street,574000,Owner 324,Residential,2025-09-19T00:39:35.916777
PAR000325,325 Main Street,575000,Owner 325,Residential,2025-09-19T00:39:35.916778
PAR000326,326 Main Street,576000,Owner 326,Residential,2025-09-19T00:39:35.916779
PAR000327,327 Main Street,577000,Owner 327,Residential,2025-09-19T00:39:35.916785
PAR000328,328 Main Street,578000,Owner 328,Residential,2025-09-19T00:39:35.916787
PAR000329,329 Main Street,579000,Owner 329,Residential,2025-09-19T00:39:35.916788
PAR000330,330 Main Street,580000,Owner 330,Residential,2025-09-19T00:39:35.916789
