transaction_id,account_code,amount,transaction_date,description
TXN00000030,101-000,3703.5,2025-09-16T09:52:45.433865,Transaction 30
TXN00000031,101-001,3826.95,2025-09-16T09:52:45.433868,Transaction 31
TXN00000032,101-002,3950.4,2025-09-16T09:52:45.433870,Transaction 32
TXN00000033,101-003,4073.85,2025-09-16T09:52:45.433873,Transaction 33
TXN00000034,101-004,4197.3,2025-09-16T09:52:45.433876,Transaction 34
TXN00000035,101-005,4320.75,2025-09-16T09:52:45.433879,Transaction 35
TXN00000036,101-006,4444.2,2025-09-16T09:52:45.433882,Transaction 36
TXN00000037,101-007,4567.65,2025-09-16T09:52:45.433884,Transaction 37
TXN00000038,101-008,4691.1,2025-09-16T09:52:45.433887,Transaction 38
TXN00000039,101-009,4814.55,2025-09-16T09:52:45.433890,Transaction 39
TXN00000040,101-000,4938.0,2025-09-16T09:52:45.433893,Transaction 40
TXN00000041,101-001,5061.45,2025-09-16T09:52:45.433896,Transaction 41
TXN00000042,101-002,5184.9,2025-09-16T09:52:45.433899,Transaction 42
TXN00000043,101-003,5308.35,2025-09-16T09:52:45.433902,Transaction 43
TXN00000044,101-004,5431.8,2025-09-16T09:52:45.433905,Transaction 44
TXN00000045,101-005,5555.25,2025-09-16T09:52:45.433907,Transaction 45
TXN00000046,101-006,5678.7,2025-09-16T09:52:45.433910,Transaction 46
TXN00000047,101-007,5802.15,2025-09-16T09:52:45.433913,Transaction 47
TXN00000048,101-008,5925.6,2025-09-16T09:52:45.433916,Transaction 48
TXN00000049,101-009,6049.05,2025-09-16T09:52:45.433919,Transaction 49
TXN00000050,101-000,6172.5,2025-09-16T09:52:45.433922,Transaction 50
TXN00000051,101-001,6295.95,2025-09-16T09:52:45.433924,Transaction 51
TXN00000052,101-002,6419.4,2025-09-16T09:52:45.433927,Transaction 52
TXN00000053,101-003,6542.85,2025-09-16T09:52:45.433930,Transaction 53
TXN00000054,101-004,6666.3,2025-09-16T09:52:45.433934,Transaction 54
TXN00000055,101-005,6789.75,2025-09-16T09:52:45.433936,Transaction 55
TXN00000056,101-006,6913.2,2025-09-16T09:52:45.433939,Transaction 56
TXN00000057,101-007,7036.65,2025-09-16T09:52:45.433942,Transaction 57
TXN00000058,101-008,7160.1,2025-09-16T09:52:45.433945,Transaction 58
TXN00000059,101-009,7283.55,2025-09-16T09:52:45.433948,Transaction 59
TXN00000060,101-000,7407.0,2025-09-16T09:52:45.433951,Transaction 60
TXN00000061,101-001,7530.45,2025-09-16T09:52:45.433953,Transaction 61
TXN00000062,101-002,7653.9,2025-09-16T09:52:45.433956,Transaction 62
TXN00000063,101-003,7777.35,2025-09-16T09:52:45.433959,Transaction 63
TXN00000064,101-004,7900.8,2025-09-16T09:52:45.433962,Transaction 64
TXN00000065,101-005,8024.25,2025-09-16T09:52:45.433965,Transaction 65
TXN00000066,101-006,8147.7,2025-09-16T09:52:45.433968,Transaction 66
TXN00000067,101-007,8271.15,2025-09-16T09:52:45.433971,Transaction 67
TXN00000068,101-008,8394.6,2025-09-16T09:52:45.433974,Transaction 68
TXN00000069,101-009,8518.05,2025-09-16T09:52:45.433976,Transaction 69
TXN00000070,101-000,8641.5,2025-09-16T09:52:45.433979,Transaction 70
TXN00000071,101-001,8764.95,2025-09-16T09:52:45.433982,Transaction 71
TXN00000072,101-002,8888.4,2025-09-16T09:52:45.433985,Transaction 72
TXN00000073,101-003,9011.85,2025-09-16T09:52:45.433988,Transaction 73
TXN00000074,101-004,9135.3,2025-09-16T09:52:45.433990,Transaction 74
TXN00000075,101-005,9258.75,2025-09-16T09:52:45.433993,Transaction 75
TXN00000076,101-006,9382.2,2025-09-16T09:52:45.433997,Transaction 76
TXN00000077,101-007,9505.65,2025-09-16T09:52:45.434001,Transaction 77
TXN00000078,101-008,9629.1,2025-09-16T09:52:45.434004,Transaction 78
TXN00000079,101-009,9752.55,2025-09-16T09:52:45.434007,Transaction 79
TXN00000080,101-000,9876.0,2025-09-16T09:52:45.434010,Transaction 80
TXN00000081,101-001,9999.45,2025-09-16T09:52:45.434012,Transaction 81
TXN00000082,101-002,122.9,2025-09-16T09:52:45.434015,Transaction 82
TXN00000083,101-003,246.35,2025-09-16T09:52:45.434018,Transaction 83
TXN00000084,101-004,369.8,2025-09-16T09:52:45.434021,Transaction 84
TXN00000085,101-005,493.25,2025-09-16T09:52:45.434024,Transaction 85
TXN00000086,101-006,616.7,2025-09-16T09:52:45.434027,Transaction 86
TXN00000087,101-007,740.15,2025-09-16T09:52:45.434029,Transaction 87
TXN00000088,101-008,863.6,2025-09-16T09:52:45.434032,Transaction 88
TXN00000089,101-009,987.05,2025-09-16T09:52:45.434035,Transaction 89
TXN00000090,101-000,1110.5,2025-09-16T09:52:45.434038,Transaction 90
TXN00000091,101-001,1233.95,2025-09-16T09:52:45.434041,Transaction 91
TXN00000092,101-002,1357.4,2025-09-16T09:52:45.434043,Transaction 92
TXN00000093,101-003,1480.85,2025-09-16T09:52:45.434046,Transaction 93
TXN00000094,101-004,1604.3,2025-09-16T09:52:45.434049,Transaction 94
TXN00000095,101-005,1727.75,2025-09-16T09:52:45.434053,Transaction 95
TXN00000096,101-006,1851.2,2025-09-16T09:52:45.434059,Transaction 96
TXN00000097,101-007,1974.65,2025-09-16T09:52:45.434062,Transaction 97
TXN00000098,101-008,2098.1,2025-09-16T09:52:45.434065,Transaction 98
TXN00000099,101-009,2221.55,2025-09-16T09:52:45.434068,Transaction 99
TXN00000100,101-000,2345.0,2025-09-16T09:52:45.434071,Transaction 100
TXN00000101,101-001,2468.45,2025-09-16T09:52:45.434074,Transaction 101
TXN00000102,101-002,2591.9,2025-09-16T09:52:45.434077,Transaction 102
TXN00000103,101-003,2715.35,2025-09-16T09:52:45.434079,Transaction 103
TXN00000104,101-004,2838.8,2025-09-16T09:52:45.434082,Transaction 104
TXN00000105,101-005,2962.25,2025-09-16T09:52:45.434085,Transaction 105
TXN00000106,101-006,3085.7,2025-09-16T09:52:45.434088,Transaction 106
TXN00000107,101-007,3209.15,2025-09-16T09:52:45.434091,Transaction 107
TXN00000108,101-008,3332.6,2025-09-16T09:52:45.434094,Transaction 108
TXN00000109,101-009,3456.05,2025-09-16T09:52:45.434098,Transaction 109
TXN00000110,101-000,3579.5,2025-09-16T09:52:45.434101,Transaction 110
TXN00000111,101-001,3702.95,2025-09-16T09:52:45.434104,Transaction 111
TXN00000112,101-002,3826.4,2025-09-16T09:52:45.434107,Transaction 112
TXN00000113,101-003,3949.85,2025-09-16T09:52:45.434110,Transaction 113
TXN00000114,101-004,4073.3,2025-09-16T09:52:45.434112,Transaction 114
TXN00000115,101-005,4196.75,2025-09-16T09:52:45.434115,Transaction 115
TXN00000116,101-006,4320.2,2025-09-16T09:52:45.434118,Transaction 116
TXN00000117,101-007,4443.65,2025-09-16T09:52:45.434121,Transaction 117
TXN00000118,101-008,4567.1,2025-09-16T09:52:45.434124,Transaction 118
TXN00000119,101-009,4690.55,2025-09-16T09:52:45.434127,Transaction 119
TXN00000120,101-000,4814.0,2025-09-16T09:52:45.434130,Transaction 120
TXN00000121,101-001,4937.45,2025-09-16T09:52:45.434133,Transaction 121
TXN00000122,101-002,5060.9,2025-09-16T09:52:45.434136,Transaction 122
TXN00000123,101-003,5184.35,2025-09-16T09:52:45.434138,Transaction 123
TXN00000124,101-004,5307.8,2025-09-16T09:52:45.434141,Transaction 124
TXN00000125,101-005,5431.25,2025-09-16T09:52:45.434144,Transaction 125
TXN00000126,101-006,5554.7,2025-09-16T09:52:45.434147,Transaction 126
TXN00000127,101-007,5678.15,2025-09-16T09:52:45.434150,Transaction 127
TXN00000128,101-008,5801.6,2025-09-16T09:52:45.434153,Transaction 128
TXN00000129,101-009,5925.05,2025-09-16T09:52:45.434156,Transaction 129
TXN00000130,101-000,6048.5,2025-09-16T09:52:45.434158,Transaction 130
TXN00000131,101-001,6171.95,2025-09-16T09:52:45.434161,Transaction 131
TXN00000132,101-002,6295.4,2025-09-16T09:52:45.434164,Transaction 132
TXN00000133,101-003,6418.85,2025-09-16T09:52:45.434167,Transaction 133
TXN00000134,101-004,6542.3,2025-09-16T09:52:45.434169,Transaction 134
TXN00000135,101-005,6665.75,2025-09-16T09:52:45.434172,Transaction 135
TXN00000136,101-006,6789.2,2025-09-16T09:52:45.434175,Transaction 136
TXN00000137,101-007,6912.65,2025-09-16T09:52:45.434178,Transaction 137
TXN00000138,101-008,7036.1,2025-09-16T09:52:45.434180,Transaction 138
TXN00000139,101-009,7159.55,2025-09-16T09:52:45.434183,Transaction 139
TXN00000140,101-000,7283.0,2025-09-16T09:52:45.434186,Transaction 140
TXN00000141,101-001,7406.45,2025-09-16T09:52:45.434189,Transaction 141
TXN00000142,101-002,7529.9,2025-09-16T09:52:45.434192,Transaction 142
TXN00000143,101-003,7653.35,2025-09-16T09:52:45.434194,Transaction 143
TXN00000144,101-004,7776.8,2025-09-16T09:52:45.434197,Transaction 144
TXN00000145,101-005,7900.25,2025-09-16T09:52:45.434200,Transaction 145
TXN00000146,101-006,8023.7,2025-09-16T09:52:45.434203,Transaction 146
TXN00000147,101-007,8147.15,2025-09-16T09:52:45.434205,Transaction 147
TXN00000148,101-008,8270.6,2025-09-16T09:52:45.434208,Transaction 148
TXN00000149,101-009,8394.05,2025-09-16T09:52:45.434211,Transaction 149
TXN00000150,101-000,8517.5,2025-09-16T09:52:45.434214,Transaction 150
TXN00000151,101-001,8640.95,2025-09-16T09:52:45.434217,Transaction 151
TXN00000152,101-002,8764.4,2025-09-16T09:52:45.434220,Transaction 152
TXN00000153,101-003,8887.85,2025-09-16T09:52:45.434222,Transaction 153
TXN00000154,101-004,9011.3,2025-09-16T09:52:45.434225,Transaction 154
TXN00000155,101-005,9134.75,2025-09-16T09:52:45.434228,Transaction 155
TXN00000156,101-006,9258.2,2025-09-16T09:52:45.434231,Transaction 156
TXN00000157,101-007,9381.65,2025-09-16T09:52:45.434233,Transaction 157
TXN00000158,101-008,9505.1,2025-09-16T09:52:45.434236,Transaction 158
TXN00000159,101-009,9628.55,2025-09-16T09:52:45.434239,Transaction 159
TXN00000160,101-000,9752.0,2025-09-16T09:52:45.434242,Transaction 160
TXN00000161,101-001,9875.45,2025-09-16T09:52:45.434244,Transaction 161
TXN00000162,101-002,9998.9,2025-09-16T09:52:45.434247,Transaction 162
TXN00000163,101-003,122.35,2025-09-16T09:52:45.434250,Transaction 163
TXN00000164,101-004,245.8,2025-09-16T09:52:45.434253,Transaction 164
TXN00000165,101-005,369.25,2025-09-16T09:52:45.434256,Transaction 165
TXN00000166,101-006,492.7,2025-09-16T09:52:45.434258,Transaction 166
TXN00000167,101-007,616.15,2025-09-16T09:52:45.434261,Transaction 167
TXN00000168,101-008,739.6,2025-09-16T09:52:45.434264,Transaction 168
TXN00000169,101-009,863.05,2025-09-16T09:52:45.434267,Transaction 169
TXN00000170,101-000,986.5,2025-09-16T09:52:45.434270,Transaction 170
TXN00000171,101-001,1109.95,2025-09-16T09:52:45.434272,Transaction 171
TXN00000172,101-002,1233.4,2025-09-16T09:52:45.434275,Transaction 172
TXN00000173,101-003,1356.85,2025-09-16T09:52:45.434278,Transaction 173
TXN00000174,101-004,1480.3,2025-09-16T09:52:45.434281,Transaction 174
TXN00000175,101-005,1603.75,2025-09-16T09:52:45.434284,Transaction 175
TXN00000176,101-006,1727.2,2025-09-16T09:52:45.434287,Transaction 176
TXN00000177,101-007,1850.65,2025-09-16T09:52:45.434289,Transaction 177
TXN00000178,101-008,1974.1,2025-09-16T09:52:45.434292,Transaction 178
TXN00000179,101-009,2097.55,2025-09-16T09:52:45.434295,Transaction 179
TXN00000180,101-000,2221.0,2025-09-16T09:52:45.434298,Transaction 180
TXN00000181,101-001,2344.45,2025-09-16T09:52:45.434301,Transaction 181
TXN00000182,101-002,2467.9,2025-09-16T09:52:45.434303,Transaction 182
TXN00000183,101-003,2591.35,2025-09-16T09:52:45.434306,Transaction 183
TXN00000184,101-004,2714.8,2025-09-16T09:52:45.434309,Transaction 184
TXN00000185,101-005,2838.25,2025-09-16T09:52:45.434312,Transaction 185
TXN00000186,101-006,2961.7,2025-09-16T09:52:45.434314,Transaction 186
TXN00000187,101-007,3085.15,2025-09-16T09:52:45.434317,Transaction 187
TXN00000188,101-008,3208.6,2025-09-16T09:52:45.434320,Transaction 188
TXN00000189,101-009,3332.05,2025-09-16T09:52:45.434323,Transaction 189
TXN00000190,101-000,3455.5,2025-09-16T09:52:45.434326,Transaction 190
TXN00000191,101-001,3578.95,2025-09-16T09:52:45.434329,Transaction 191
TXN00000192,101-002,3702.4,2025-09-16T09:52:45.434332,Transaction 192
TXN00000193,101-003,3825.85,2025-09-16T09:52:45.434335,Transaction 193
TXN00000194,101-004,3949.3,2025-09-16T09:52:45.434338,Transaction 194
TXN00000195,101-005,4072.75,2025-09-16T09:52:45.434341,Transaction 195
TXN00000196,101-006,4196.2,2025-09-16T09:52:45.434344,Transaction 196
TXN00000197,101-007,4319.65,2025-09-16T09:52:45.434347,Transaction 197
TXN00000198,101-008,4443.1,2025-09-16T09:52:45.434350,Transaction 198
TXN00000199,101-009,4566.55,2025-09-16T09:52:45.434353,Transaction 199
TXN00000200,101-000,4690.0,2025-09-16T09:52:45.434356,Transaction 200
TXN00000201,101-001,4813.45,2025-09-16T09:52:45.434360,Transaction 201
TXN00000202,101-002,4936.9,2025-09-16T09:52:45.434362,Transaction 202
TXN00000203,101-003,5060.35,2025-09-16T09:52:45.434365,Transaction 203
TXN00000204,101-004,5183.8,2025-09-16T09:52:45.434368,Transaction 204
TXN00000205,101-005,5307.25,2025-09-16T09:52:45.434371,Transaction 205
TXN00000206,101-006,5430.7,2025-09-16T09:52:45.434374,Transaction 206
TXN00000207,101-007,5554.15,2025-09-16T09:52:45.434377,Transaction 207
TXN00000208,101-008,5677.6,2025-09-16T09:52:45.434379,Transaction 208
TXN00000209,101-009,5801.05,2025-09-16T09:52:45.434382,Transaction 209
TXN00000210,101-000,5924.5,2025-09-16T09:52:45.434385,Transaction 210
TXN00000211,101-001,6047.95,2025-09-16T09:52:45.434388,Transaction 211
TXN00000212,101-002,6171.4,2025-09-16T09:52:45.434391,Transaction 212
TXN00000213,101-003,6294.85,2025-09-16T09:52:45.434394,Transaction 213
TXN00000214,101-004,6418.3,2025-09-16T09:52:45.434396,Transaction 214
TXN00000215,101-005,6541.75,2025-09-16T09:52:45.434399,Transaction 215
TXN00000216,101-006,6665.2,2025-09-16T09:52:45.434402,Transaction 216
TXN00000217,101-007,6788.65,2025-09-16T09:52:45.434405,Transaction 217
TXN00000218,101-008,6912.1,2025-09-16T09:52:45.434408,Transaction 218
TXN00000219,101-009,7035.55,2025-09-16T09:52:45.434410,Transaction 219
TXN00000220,101-000,7159.0,2025-09-16T09:52:45.434413,Transaction 220
TXN00000221,101-001,7282.45,2025-09-16T09:52:45.434431,Transaction 221
TXN00000222,101-002,7405.9,2025-09-16T09:52:45.434433,Transaction 222
TXN00000223,101-003,7529.35,2025-09-16T09:52:45.434436,Transaction 223
TXN00000224,101-004,7652.8,2025-09-16T09:52:45.434439,Transaction 224
TXN00000225,101-005,7776.25,2025-09-16T09:52:45.434442,Transaction 225
TXN00000226,101-006,7899.7,2025-09-16T09:52:45.434445,Transaction 226
TXN00000227,101-007,8023.15,2025-09-16T09:52:45.434447,Transaction 227
TXN00000228,101-008,8146.6,2025-09-16T09:52:45.434450,Transaction 228
TXN00000229,101-009,8270.05,2025-09-16T09:52:45.434453,Transaction 229
TXN00000230,101-000,8393.5,2025-09-16T09:52:45.434456,Transaction 230
TXN00000231,101-001,8516.95,2025-09-16T09:52:45.434458,Transaction 231
TXN00000232,101-002,8640.4,2025-09-16T09:52:45.434461,Transaction 232
TXN00000233,101-003,8763.85,2025-09-16T09:52:45.434464,Transaction 233
TXN00000234,101-004,8887.3,2025-09-16T09:52:45.434467,Transaction 234
TXN00000235,101-005,9010.75,2025-09-16T09:52:45.434470,Transaction 235
TXN00000236,101-006,9134.2,2025-09-16T09:52:45.434472,Transaction 236
TXN00000237,101-007,9257.65,2025-09-16T09:52:45.434475,Transaction 237
TXN00000238,101-008,9381.1,2025-09-16T09:52:45.434478,Transaction 238
TXN00000239,101-009,9504.55,2025-09-16T09:52:45.434481,Transaction 239
TXN00000240,101-000,9628.0,2025-09-16T09:52:45.434484,Transaction 240
TXN00000241,101-001,9751.45,2025-09-16T09:52:45.434487,Transaction 241
TXN00000242,101-002,9874.9,2025-09-16T09:52:45.434490,Transaction 242
TXN00000243,101-003,9998.35,2025-09-16T09:52:45.434493,Transaction 243
TXN00000244,101-004,121.8,2025-09-16T09:52:45.434495,Transaction 244
TXN00000245,101-005,245.25,2025-09-16T09:52:45.434498,Transaction 245
TXN00000246,101-006,368.7,2025-09-16T09:52:45.434501,Transaction 246
TXN00000247,101-007,492.15,2025-09-16T09:52:45.434505,Transaction 247
TXN00000248,101-008,615.6,2025-09-16T09:52:45.434508,Transaction 248
TXN00000249,101-009,739.05,2025-09-16T09:52:45.434511,Transaction 249
TXN00000250,101-000,862.5,2025-09-16T09:52:45.434514,Transaction 250
TXN00000251,101-001,985.95,2025-09-16T09:52:45.434516,Transaction 251
TXN00000252,101-002,1109.4,2025-09-16T09:52:45.434519,Transaction 252
TXN00000253,101-003,1232.85,2025-09-16T09:52:45.434522,Transaction 253
TXN00000254,101-004,1356.3,2025-09-16T09:52:45.434525,Transaction 254
TXN00000255,101-005,1479.75,2025-09-16T09:52:45.434528,Transaction 255
TXN00000256,101-006,1603.2,2025-09-16T09:52:45.434531,Transaction 256
TXN00000257,101-007,1726.65,2025-09-16T09:52:45.434534,Transaction 257
TXN00000258,101-008,1850.1,2025-09-16T09:52:45.434537,Transaction 258
TXN00000259,101-009,1973.55,2025-09-16T09:52:45.434540,Transaction 259
TXN00000260,101-000,2097.0,2025-09-16T09:52:45.434542,Transaction 260
TXN00000261,101-001,2220.45,2025-09-16T09:52:45.434545,Transaction 261
TXN00000262,101-002,2343.9,2025-09-16T09:52:45.434548,Transaction 262
TXN00000263,101-003,2467.35,2025-09-16T09:52:45.434551,Transaction 263
TXN00000264,101-004,2590.8,2025-09-16T09:52:45.434554,Transaction 264
TXN00000265,101-005,2714.25,2025-09-16T09:52:45.434557,Transaction 265
TXN00000266,101-006,2837.7,2025-09-16T09:52:45.434559,Transaction 266
TXN00000267,101-007,2961.15,2025-09-16T09:52:45.434562,Transaction 267
TXN00000268,101-008,3084.6,2025-09-16T09:52:45.434565,Transaction 268
TXN00000269,101-009,3208.05,2025-09-16T09:52:45.434568,Transaction 269
TXN00000270,101-000,3331.5,2025-09-16T09:52:45.434571,Transaction 270
TXN00000271,101-001,3454.95,2025-09-16T09:52:45.434574,Transaction 271
TXN00000272,101-002,3578.4,2025-09-16T09:52:45.434577,Transaction 272
TXN00000273,101-003,3701.85,2025-09-16T09:52:45.434581,Transaction 273
TXN00000274,101-004,3825.3,2025-09-16T09:52:45.434584,Transaction 274
TXN00000275,101-005,3948.75,2025-09-16T09:52:45.434587,Transaction 275
TXN00000276,101-006,4072.2,2025-09-16T09:52:45.434590,Transaction 276
TXN00000277,101-007,4195.65,2025-09-16T09:52:45.434593,Transaction 277
TXN00000278,101-008,4319.1,2025-09-16T09:52:45.434596,Transaction 278
TXN00000279,101-009,4442.55,2025-09-16T09:52:45.434599,Transaction 279
TXN00000280,101-000,4566.0,2025-09-16T09:52:45.434602,Transaction 280
TXN00000281,101-001,4689.45,2025-09-16T09:52:45.434605,Transaction 281
TXN00000282,101-002,4812.9,2025-09-16T09:52:45.434608,Transaction 282
TXN00000283,101-003,4936.35,2025-09-16T09:52:45.434611,Transaction 283
TXN00000284,101-004,5059.8,2025-09-16T09:52:45.434614,Transaction 284
TXN00000285,101-005,5183.25,2025-09-16T09:52:45.434617,Transaction 285
TXN00000286,101-006,5306.7,2025-09-16T09:52:45.434620,Transaction 286
TXN00000287,101-007,5430.15,2025-09-16T09:52:45.434623,Transaction 287
TXN00000288,101-008,5553.6,2025-09-16T09:52:45.434626,Transaction 288
TXN00000289,101-009,5677.05,2025-09-16T09:52:45.434629,Transaction 289
TXN00000290,101-000,5800.5,2025-09-16T09:52:45.434631,Transaction 290
TXN00000291,101-001,5923.95,2025-09-16T09:52:45.434634,Transaction 291
TXN00000292,101-002,6047.4,2025-09-16T09:52:45.434637,Transaction 292
TXN00000293,101-003,6170.85,2025-09-16T09:52:45.434640,Transaction 293
TXN00000294,101-004,6294.3,2025-09-16T09:52:45.434643,Transaction 294
TXN00000295,101-005,6417.75,2025-09-16T09:52:45.434646,Transaction 295
TXN00000296,101-006,6541.2,2025-09-16T09:52:45.434649,Transaction 296
TXN00000297,101-007,6664.65,2025-09-16T09:52:45.434652,Transaction 297
TXN00000298,101-008,6788.1,2025-09-16T09:52:45.434654,Transaction 298
TXN00000299,101-009,6911.55,2025-09-16T09:52:45.434657,Transaction 299
TXN00000300,101-000,7035.0,2025-09-16T09:52:45.434660,Transaction 300
TXN00000301,101-001,7158.45,2025-09-16T09:52:45.434663,Transaction 301
TXN00000302,101-002,7281.9,2025-09-16T09:52:45.434666,Transaction 302
TXN00000303,101-003,7405.35,2025-09-16T09:52:45.434669,Transaction 303
TXN00000304,101-004,7528.8,2025-09-16T09:52:45.434672,Transaction 304
TXN00000305,101-005,7652.25,2025-09-16T09:52:45.434674,Transaction 305
TXN00000306,101-006,7775.7,2025-09-16T09:52:45.434677,Transaction 306
TXN00000307,101-007,7899.15,2025-09-16T09:52:45.434680,Transaction 307
TXN00000308,101-008,8022.6,2025-09-16T09:52:45.434683,Transaction 308
TXN00000309,101-009,8146.05,2025-09-16T09:52:45.434686,Transaction 309
TXN00000310,101-000,8269.5,2025-09-16T09:52:45.434689,Transaction 310
TXN00000311,101-001,8392.95,2025-09-16T09:52:45.434692,Transaction 311
TXN00000312,101-002,8516.4,2025-09-16T09:52:45.434694,Transaction 312
TXN00000313,101-003,8639.85,2025-09-16T09:52:45.434697,Transaction 313
TXN00000314,101-004,8763.3,2025-09-16T09:52:45.434700,Transaction 314
TXN00000315,101-005,8886.75,2025-09-16T09:52:45.434703,Transaction 315
TXN00000316,101-006,9010.2,2025-09-16T09:52:45.434706,Transaction 316
TXN00000317,101-007,9133.65,2025-09-16T09:52:45.434708,Transaction 317
TXN00000318,101-008,9257.1,2025-09-16T09:52:45.434711,Transaction 318
TXN00000319,101-009,9380.55,2025-09-16T09:52:45.434714,Transaction 319
TXN00000320,101-000,9504.0,2025-09-16T09:52:45.434717,Transaction 320
TXN00000321,101-001,9627.45,2025-09-16T09:52:45.434720,Transaction 321
TXN00000322,101-002,9750.9,2025-09-16T09:52:45.434722,Transaction 322
TXN00000323,101-003,9874.35,2025-09-16T09:52:45.434725,Transaction 323
TXN00000324,101-004,9997.8,2025-09-16T09:52:45.434728,Transaction 324
TXN00000325,101-005,121.25,2025-09-16T09:52:45.434731,Transaction 325
TXN00000326,101-006,244.7,2025-09-16T09:52:45.434734,Transaction 326
TXN00000327,101-007,368.15,2025-09-16T09:52:45.434737,Transaction 327
TXN00000328,101-008,491.6,2025-09-16T09:52:45.434739,Transaction 328
TXN00000329,101-009,615.05,2025-09-16T09:52:45.434742,Transaction 329
TXN00000330,101-000,738.5,2025-09-16T09:52:45.434745,Transaction 330
TXN00000331,101-001,861.95,2025-09-16T09:52:45.434748,Transaction 331
TXN00000332,101-002,985.4,2025-09-16T09:52:45.434750,Transaction 332
TXN00000333,101-003,1108.85,2025-09-16T09:52:45.434753,Transaction 333
TXN00000334,101-004,1232.3,2025-09-16T09:52:45.434756,Transaction 334
TXN00000335,101-005,1355.75,2025-09-16T09:52:45.434759,Transaction 335
TXN00000336,101-006,1479.2,2025-09-16T09:52:45.434762,Transaction 336
TXN00000337,101-007,1602.65,2025-09-16T09:52:45.434765,Transaction 337
TXN00000338,101-008,1726.1,2025-09-16T09:52:45.434767,Transaction 338
TXN00000339,101-009,1849.55,2025-09-16T09:52:45.434770,Transaction 339
TXN00000340,101-000,1973.0,2025-09-16T09:52:45.434773,Transaction 340
TXN00000341,101-001,2096.45,2025-09-16T09:52:45.434776,Transaction 341
TXN00000342,101-002,2219.9,2025-09-16T09:52:45.434778,Transaction 342
TXN00000343,101-003,2343.35,2025-09-16T09:52:45.434781,Transaction 343
TXN00000344,101-004,2466.8,2025-09-16T09:52:45.434784,Transaction 344
TXN00000345,101-005,2590.25,2025-09-16T09:52:45.434787,Transaction 345
TXN00000346,101-006,2713.7,2025-09-16T09:52:45.434790,Transaction 346
TXN00000347,101-007,2837.15,2025-09-16T09:52:45.434793,Transaction 347
TXN00000348,101-008,2960.6,2025-09-16T09:52:45.434795,Transaction 348
TXN00000349,101-009,3084.05,2025-09-16T09:52:45.434798,Transaction 349
TXN00000350,101-000,3207.5,2025-09-16T09:52:45.434801,Transaction 350
TXN00000351,101-001,3330.95,2025-09-16T09:52:45.434804,Transaction 351
TXN00000352,101-002,3454.4,2025-09-16T09:52:45.434807,Transaction 352
TXN00000353,101-003,3577.85,2025-09-16T09:52:45.434810,Transaction 353
TXN00000354,101-004,3701.3,2025-09-16T09:52:45.434813,Transaction 354
TXN00000355,101-005,3824.75,2025-09-16T09:52:45.434816,Transaction 355
TXN00000356,101-006,3948.2,2025-09-16T09:52:45.434819,Transaction 356
TXN00000357,101-007,4071.65,2025-09-16T09:52:45.434821,Transaction 357
